评论,向量
"警察 执勤 戴 口罩 控制 住 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"地盘 滚出去 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"崂山 计生 官微 眼 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"驱逐出境 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这是 插队 插队 大喊 扔掉 文件 物品 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"试想 亚裔 面孔 欧美国家 插队 当众 暴打 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请问 回复 避重就轻 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"插队 几个 字 滚 青岛 开后门 跪族 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"表达 歉意 跪 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"糊弄 糊弄 完事 老百姓 糊弄 欺负 国家 地盘 说了算 这帮 洋鬼子 纵容 嚣张 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"丢脸 公务人员 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"世纪 航母 病毒 
",0 0 0 0 0 0 -0.05148968658728241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这次 甩锅 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"冠状病毒 回到 奇异 空气 惊呆 空气 香甜 人民 自由 戴 口罩 不像 人人 出门 戴 口罩 生存环境 恶劣 感受 自由 再也 阴霾 生存 困难 爱 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020504610125332053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.010286699532871724 0 0 0 0 0 0 0 
"病毒 
",0 0 0 0 0 0 -0.05148968658728241 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"控制 军队 瘫痪 咋办 急 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"新冠 回到 霉国 灰机 惊 空气 乡甜 代个 口罩 恶劣 环境 生存 冲满 字 气息 热请 笨放 感谢 霉 里间 总统 特浪 扑 为难 之机 正救 灰常想 抱答 嘴 懂 
",0.16531866949539042 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01063007985209941 0 0 0 0 0 0 0 0 
"希望 病毒 白皮 猪 罪有应得 
",0 0 0 0 0 0 -0.05148968658728241 0 0 0 0 0 0 0.02743180563866983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"特朗普 噢 糟糕 船长 
",0 0 0 0 0.05889539971424649 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"航母 有人 感染 可怕 
",0 0 0 0 0 0 0 0 0 0 0 0.02830452538371975 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数据 背后 家庭 悲伤 故事 不停 甩锅 抹黑 应有 同情心 打消 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"西方 国家 你追我赶 态势 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"说实话 国家 控制 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"重视 导致 无奈 可怜 老百姓 但凡 重视 抄 哪条 跑道 稳稳 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"口罩 戴 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"人性 有难 帮忙 落井下石 亿 居委会 抓 不让 路边 随便 烧纸 早 钱 捐给 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"当年 殖民者 美洲 释放 天花 病毒 遭遇 天花 原住民 尸横遍野 数以千万计 死去 冥冥之中 自有 天意 大型 病毒 重灾区 板鸭 人民 义务 祖先 恶行 买单 快快 
",0 0 0 0 0 0 -0.05275712502635398 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.016110765098475185 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"医务人员 感染 快破 
",0 0 0 0 0 0 0 0 0 0 0 0.030253872861937363 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"太难 加油 加油 
",0 0 0 0 0 0.05827406668225444 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"希望 留学生 华人 平安 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.0320037732451148 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"或许 确实 这方面 天赋 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"科学 精神 公民 素质 重要性 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"华人 当初 老家 多么 困难 懂得 保护 口口声声 自由 活生生 不戴 口罩 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"教育 优势 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"小朋友 可爱 哈哈哈哈 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"在意 华人 控制 不错 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"是因为 少数几个 遭遇 生物战 国家 谨慎 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"越来越 正面 例子 欧美 韭菜 戴 口罩 防疫 
",0 0 0 0 0 0 0 0 0 0 0.03312858681381691 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012058332997007057 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"勒个 普通话 黑 标准 勒 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"官方 通报 这事 网页 链接 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"视频 完太 憋屈 网页 链接 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"请 国外 垃圾 录入 征信 系统 永世 国土 一步 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"求证 享受 超 国民待遇 太久 青岛 三位 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"顶上 热 搜 伤害 医生 舆论压力 国家 解释 交代 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"洋垃圾 请 滚出 白衣天使 心中 英雄 疼 欺负 背后 站 数亿 懂不懂 垃圾 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01084426723567473 0 0 0 0 0 0 0 0 0 
"难过 全国 崇洋媚外 上海 女婿 南京 地铁 青岛 核酸 检测 插队 教授 留学生 一年 十万 简直 地域 黑 大哥 笑 二哥 丢人 
",0 0 0 0 0 0 0 0.03750479119952493 0 0 0 0 0.02779467667595555 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"图片 评论 网页 链接 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"广州 黑人 入境 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"插队 检测 殴打 三个 字 中华 地上 为非作歹 部门 倒 说法 国家 土地 当成 二等 公民 青岛 社区 不让 洋垃圾 排队 洋垃圾 过分 简直 滚 
",0 0 0 0 0 0 0 0.03750479119952493 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"愿以 寸心 寄 华夏 岁月 赠 山河 致敬 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.023410086788834626 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.013308873425600803 0 0 0 0 0 0 0 0 0 
"劳烦 代表 人民 广州 青岛 插队 事件 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01855179011339567 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"青岛 广州 破事 愧对 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01084426723567473 0 0 0 0 0 0 0 0 0 
"纳闷 为啥 插队 为啥 面子 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"活着 膝盖 弯 死 永久 站立 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"山东 插队 事件 好好 管管 对得起 烈士 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"永存 我心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"崂山 发布 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"记住 跪 问问 洋 大人 不让 我记 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想到 今时 今日 土地 殴打 滚开 英雄 墓碑 发自内心 难过 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01084426723567473 0 0 0 0 0 0 0 0 0 
"质疑 美利坚合众国 能力 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"没谱 感觉 侵害 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"数据 背后 家庭 悲伤 故事 不停 甩锅 抹黑 应有 同情心 打消 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"这次 大跌眼镜 自私 心胸狭窄 甩锅 全世界 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"空间 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"钟老刚 救 救 世界 功德无量 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"印度 危险 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"害怕 反扑 可怕 好像 疫情 防护 措施 
",0 0.13540761705147766 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.009709412996861969 
"全世界 国家 控制 任其发展 后果 国家 跑 掉 恐怖 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022076040819017803 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"致敬 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"英雄 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"致敬 英雄 铭记 于心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024710647165992104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014048255282578626 0 0 0 0 0 0 0 0 0 
"致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 送别 英雄 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"后盾 一位 防控 疫情 英雄 致敬 
",0 0.13540761705147766 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0 0 0 0 0 0 0 0.024710647165992104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014048255282578626 0 0 0 0 0 0 0 0 0 
"抗击 疫情 责无旁贷 奋斗 疫情 防控 一线 致敬 感恩 公益 基金会 阳光 信用 
",0 0.13540761705147766 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0 0 0 0 0 0 0 0.02846782158889149 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"后盾 一位 英雄 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.024710647165992104 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.014048255282578626 0 0 0 0 0 0 0 0 0 
"后盾 致敬 最美 逆 行者 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02095347274309272 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"奋斗 疫情 防控 一线 致敬 感恩 公益 基金会 阳光 信用 
",0 0.13540761705147766 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0 0 0 0 0 0 0 0.0265892343774418 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 最美 逆 行者 评论 配图 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.019074885531643028 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"致敬 战疫 逆 行者 抗击 疫情 最美 逆 行者 人民 群众 生命安全 身体健康 放在 第一位 亲人 家庭 照顾 后盾 设立 希望 英雄 家人 走出 悲痛 坚强 面对 生活 抗击 疫情 责无旁贷 奋斗 疫情 防控 一线 致敬 
",0 0.13540761705147766 0 0 0 0 0 0 0.035344310388709915 0 0 0 0 0.049044743414591516 0 0 0 0 0 0 0.03410358322324057 0 0 0 0 0.028804095176061698 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.01938823536075179 0 0 0 0 0 0 0 0 0 
"一位 英雄 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"英雄 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.022832059954542412 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012980259266943994 0 0 0 0 0 0 0 0 0 
"钟老 辛苦 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.018245634692329354 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"想 听 听钟 老 发音 没想到 全是 翻译 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"青岛 好了吗 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"崂山 关注 站 人民 同意 要面子 严肃处理 驱逐出境 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.020504610125332053 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.012402264767680651 0 
"国外 好多 领导人 依然 钱 反观 医者 仁心 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"居然 教授 演讲 翻译 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"教 英语老师 顶尖 科学家 英语 能力 敬佩 钟老 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"钟老刚 救 救 世界 功德无量 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"包括 新冠 肺炎 患者 密切接触 来自 重点 疫区 出行 旁边 互不 密切接触 
",0.16531866949539042 0 0.10867707337013345 0 0 0 0 0 0 0 0 0 0 0 0 0 0 -0.022122221988689118 0 0 0 0 0 0 0 0 0 0 0 0 0.013937041891332066 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"年纪 思维 口齿 敏捷 清晰 厉害 致敬 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0.02254304653739631 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"一幕 担心 好像 重现 两个 月 医务人员 偷偷 流泪 压抑 情绪 告诉 坚强 安慰 打气 希望 尽快 挺过 难关 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0.02743180563866983 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"辞职 护士 救治 别人 前提 保护 近距离 接触 增加 感染 机会 还会 救治 病患 倒下 挽救 
",0 0 0 0 0 0 0 0 0 0 0 0.035452132803851004 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"政客 防护用品 世界 搞 外交 人心 塞 心疼 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"政客 天天 跪拜 上帝 救救 上帝 安排 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
"千挑万选 总统 
",0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 
